Season,Id,Name,Position,Team,Conference,AveragePPA All,AveragePPA Pass,AveragePPA Rush,AveragePPA FirstDown,AveragePPA SecondDown,AveragePPA ThirdDown,AveragePPA StandardDowns,AveragePPA PassingDowns,TotalPPA All,TotalPPA Pass,TotalPPA Rush,TotalPPA FirstDown,TotalPPA SecondDown,TotalPPA ThirdDown,TotalPPA StandardDowns,TotalPPA PassingDowns,Ranking
2025,4686223,Malachi Thomas,RB,Purdue,B1G,-0.006,0.286,-0.078,-0.071,-0.181,0.587,0.021,-0.096,-0.348,3.148,-3.496,-2.335,-2.71,4.696,0.905,-1.254,765
2025,4686248,Nate Boerkircher,TE,Texas A&M,SEC,0.769,0.698,1.321,0.42,1.388,0.268,0.675,0.947,20.005,16.043,3.962,5.042,9.717,1.607,11.483,8.522,67
2025,4686284,Larry Stephens,WR,Indiana State,,-0.243,-0.243,,-0.726,-0.299,0.906,-0.185,-0.301,-2.916,-2.916,0,-2.179,-1.794,1.812,-1.112,-1.804,1890
2025,4686357,Gamarion Carter,WR,Middle Tennessee,CUSA,0.423,0.423,,0.081,0.764,,0.081,0.764,1.691,1.691,0,0.162,1.529,0,0.162,1.529,1448
2025,4686373,Jordan Brown,WR,Nevada,MWC,0.224,0.224,,0.27,0.149,0.264,0.351,0.086,5.604,5.604,0,1.617,1.343,2.644,4.569,1.035,1063
2025,4686380,Will Huggins,TE,Oklahoma,SEC,-0.452,-0.452,,,,-0.452,,-0.452,-0.452,-0.452,0,0,0,-0.452,0,-0.452,717
2025,4686446,DeShawn Hanika,TE,Kansas,B12,1.064,1.064,,1.892,0.966,0.927,1.679,0.757,9.578,9.578,0,1.892,6.76,0.927,5.038,4.541,188
2025,4686468,Seth McGowan,RB,Kentucky,SEC,0.113,0.075,0.119,-0.086,0.288,0.456,0.087,0.251,19.992,1.875,18.117,-8.182,19.004,6.84,12.96,7.032,135
2025,4686513,Frank Peasant,RB,Memphis,AAC,-0.275,-0.497,-0.237,-0.481,0.082,0.091,-0.468,0.193,-13.214,-3.482,-9.732,-9.147,1.48,0.821,-15.917,2.703,1152
2025,4686514,Bryce Bailey,WR,UT Martin,,0.317,0.274,1.185,0.73,0.47,-0.251,0.465,0.061,19.982,16.428,3.554,19.704,8.451,-4.016,18.586,1.396,479
2025,4686555,Noah Robinson,WR,Tennessee Tech,,0.471,0.471,,0.319,0.615,0.044,0.605,0.196,25.908,25.908,0,7.027,16.604,0.177,22.373,3.535,346
2025,4686658,Michael Washington,RB,Arkansas,SEC,0.161,0.098,0.177,0.124,0.029,0.622,0.133,0.26,28.938,3.62,25.318,13.04,1.579,11.824,18.781,10.157,66
2025,4686769,Ashaad Clayton,RB,SMU,ACC,-0.213,-0.28,-0.179,-0.338,0.037,,-0.382,0.635,-1.276,-0.56,-0.716,-1.35,0.074,0,-1.911,0.635,857
2025,4686817,Drew Cassens,TE,Ball State,MAC,0.424,0.424,,1.2,-0.539,-0.164,1.2,-0.352,1.697,1.697,0,2.401,-0.539,-0.164,2.401,-0.704,528
2025,4686848,Andy Peters,QB,St. Thomas (MN),,0.341,0.333,0.383,0.23,0.335,0.514,0.256,0.463,103.936,73.948,31.38,23.253,36.197,43.142,46.114,57.823,79
2025,4686940,Donny Marcus,RB,Central Connecticut,,-0.056,0.265,-0.143,-0.165,-0.005,0.492,-0.002,-0.233,-5.475,5.555,-11.031,-8.72,-0.2,3.444,-0.123,-5.352,1060
2025,4687017,Jackson Canaan,TE,San José State,MWC,0.045,0.045,,-0.399,0.242,0.411,0.046,0.044,2.251,2.251,0,-7.181,5.321,4.111,1.503,0.747,478
2025,4687093,Tsion Nunnally,WR,Idaho State,,0.497,0.497,,0.361,0.226,1.308,0.558,0.399,42.76,42.76,0,13.351,7.245,20.935,29.597,13.164,111
2025,4687187,Marquis Crosby,RB,Oregon State,PAC,0.33,0.882,-0.498,0.398,0.313,,1.418,-0.396,1.65,2.645,-0.996,0.398,1.251,0,2.837,-1.187,571
2025,4687189,Josh Meredith,WR,Washington State,PAC,0.586,0.586,,0.654,0.548,0.425,0.685,0.446,43.96,43.96,0,18.974,11.505,8.501,30.147,13.812,101
2025,4687475,Cam Porter,RB,Northwestern,B1G,0.404,,0.404,0.278,-0.066,1.412,0.385,0.538,6.471,0,6.471,2.498,-0.264,4.236,5.394,1.076,355
2025,4687486,Matt Lauter,TE,Boise State,MWC,0.218,0.218,,0.072,0.465,0.364,0.095,0.435,10.231,10.231,0,1.873,3.257,5.102,2.836,7.396,178
2025,4687515,EJ Wilson Jr.,RB,Abilene Christian,,0.016,-0.079,0.031,0.068,0.102,0.218,0.001,0.092,1.439,-0.949,2.388,3.06,2.749,3.056,0.061,1.378,583
2025,4687555,Isaiah Garcia-Castaneda,WR,South Dakota State,,0.385,0.349,1.002,0.078,0.837,0.24,0.369,0.401,6.932,5.93,1.002,0.466,5.024,1.442,3.319,3.613,969
2025,4688216,Chevy Brenson,WR,Wake Forest,ACC,2.713,2.713,,2.713,,,2.713,,2.713,2.713,0,2.713,0,0,2.713,0,1321
2025,4688418,Michael Briscoe,WR,Cal Poly,,0.854,0.954,-0.413,0.766,0.058,1.524,0.657,1.232,57.226,61.028,-0.826,22.965,0.923,30.486,28.899,28.327,39
2025,4688541,Kyion Grayes,WR,California,ACC,0.47,0.47,,-1.096,2.035,,-1.096,2.035,0.94,0.94,0,-1.096,2.035,0,-1.096,2.035,1543
2025,4688595,Kevorian Barnes,RB,TCU,B12,0.014,0.015,0.014,-0.012,-0.049,0.415,0.08,-0.23,1.438,0.183,1.255,-0.608,-2.106,4.152,6.488,-5.051,584
2025,4688723,CJ Evans Jr.,RB,Samford,,-0.141,0.274,-0.261,-0.227,-0.087,0.339,-0.184,-0.051,-12.015,5.21,-17.225,-9.762,-2.447,4.407,-10.646,-1.37,1145
2025,4688731,Brandon Lanier,TE,Western Illinois,,0.953,0.953,,1.172,0.622,0.956,0.876,1.082,7.627,7.627,0,3.517,1.243,2.867,4.381,3.246,233
2025,4688757,Tyson Thompson,WR,Rice,AAC,0.293,0.885,-0.299,0.141,0.3,0.969,0.427,0.107,3.521,5.312,-1.791,0.282,1.501,3.875,2.988,0.533,1226
2025,4688817,Elijah Green,RB,Sam Houston,CUSA,0.143,0.432,0.021,0.102,0.306,-0.385,0.087,0.333,8.17,7.345,0.825,3.274,6.435,-1.539,3.837,4.332,309
2025,4688835,Roman Hemby,RB,Indiana,B1G,0.016,0.226,0,0.044,-0.036,0.052,0.023,-0.019,3.386,3.393,-0.007,4.831,-2.799,1.355,4.075,-0.688,466
2025,4688904,Reece Adkins,TE,Massachusetts,MAC,0.551,0.551,,1.604,0.125,-0.048,0.86,0.243,5.515,5.515,0,4.812,0.751,-0.048,4.3,1.215,312
2025,4689090,Brandon Frazier,TE,Auburn,SEC,0.279,0.279,,0.126,0.211,0.567,0.753,-0.136,4.184,4.184,0,0.378,0.845,3.972,5.268,-1.085,356
2025,4689118,Jay Rockwell,WR,Prairie View A&M,,0.82,0.82,,0.534,0.571,1.614,0.513,1.166,68.033,68.033,0,18.157,15.987,33.889,22.556,45.477,11
2025,4689194,Jack Reynolds,WR,Gardner-Webb,,0.404,0.404,,-0.051,-0.215,2.261,0.34,0.626,3.635,3.635,0,-0.257,-0.429,2.261,2.382,1.253,1210
2025,4689272,Jaren Randle,WR,UTSA,AAC,0.529,0.529,,1.813,-0.754,,0.529,,1.059,1.059,0,1.813,-0.754,0,1.059,0,1526
2025,4689529,Kenji Christian,RB,Toledo,MAC,0.069,0.152,0.05,0.232,-0.177,0.45,0.149,-0.074,6.552,2.739,3.813,11.119,-7.27,2.702,9.063,-2.512,350
2025,4689579,Jake McConnachie,WR,Massachusetts,MAC,0.036,0.036,,-0.457,0.393,0.969,-0.008,0.06,0.616,0.616,0,-1.37,1.572,7.75,-0.049,0.665,1598
2025,4689654,Justin Jones,RB,Auburn,SEC,0.174,1.441,-0.038,0.158,0.203,0.168,-0.094,1.78,1.215,1.441,-0.225,0.474,0.405,0.336,-0.564,1.78,598
2025,4689721,Ty Robinson,WR,Ball State,MAC,0.23,0.23,,1.26,-0.335,0.574,0.417,0.158,4.14,4.14,0,3.779,-1.674,5.166,2.087,2.054,1163
2025,4689855,Isaiah Alston,WR,James Madison,SBC,1.029,1.029,,1.082,0.814,,1.029,,5.144,5.144,0,4.329,0.814,0,5.144,0,1098
2025,4690027,Hayden Hagler,TE,Missouri State,CUSA,1.143,1.143,,1.143,,,1.143,,1.143,1.143,0,1.143,0,0,1.143,0,577
2025,4690144,BJ Alexander,WR,Duquesne,,0.619,0.619,,0.441,0.984,0.596,0.66,0.544,19.183,19.183,0,5.739,6.891,6.553,13.197,5.986,501
2025,4690158,Noah Kim,QB,Eastern Michigan,MAC,0.222,0.247,0.207,0.053,0.05,0.617,0.076,0.435,90.049,85.973,11.41,8.399,6.579,66.598,18.223,71.827,105
2025,4690159,Sebastian Brown,WR,Kent State,MAC,0.236,0.402,,0.47,0.009,-0.28,0.036,0.437,5.201,8.439,0,2.818,0.086,-1.4,0.394,4.807,1095
2025,4690298,Jake Thaw,WR,Delaware,CUSA,0.603,0.603,,0.261,0.101,1.217,0.331,0.966,21.102,21.102,0,2.089,1.11,17.031,6.616,14.486,452
2025,4690351,Kerry King,WR,Furman,,0.206,0.206,,0.019,0.227,0.55,0.005,0.461,12.148,12.148,0,0.451,4.319,7.701,0.165,11.983,712
2025,4690461,Robert Williams,WR,Louisiana,SBC,0.425,0.425,,0.279,0.309,0.529,0.6,0.26,15.741,15.741,0,3.069,4.331,5.822,10.807,4.934,590
2025,4690811,Savion Red,RB,Sacramento State,,-0.051,-0.267,0.021,0.197,-0.377,-0.335,-0.026,-0.127,-0.823,-1.069,0.246,1.772,-2.26,-0.335,-0.316,-0.507,816
2025,4691003,Preston Fox,WR,West Virginia,B12,0.745,0.745,,0.226,0.5,2.273,0.69,0.828,3.726,3.726,0,0.453,1,2.273,2.069,1.656,1201
2025,4691042,Jayson Raines,WR,Northern Arizona,,0.474,0.474,,0.414,0.077,1.135,0.493,0.416,19.428,19.428,0,10.35,0.541,7.946,15.272,4.157,491
2025,4691101,Lavar Lindo,TE,Stephen F. Austin,,0.306,0.306,,0.306,,,0.306,,0.306,0.306,0,0.306,0,0,0.306,0,644
2025,4691138,Aaron Anderson,WR,LSU,SEC,0.683,0.705,-0.31,0.507,0.404,1.196,0.453,0.957,31.424,31.734,-0.31,8.62,6.062,16.742,11.33,20.094,235
2025,4691272,Stone Earle,QB,Abilene Christian,,0.207,0.21,0.193,0.204,0.014,0.467,0.172,0.261,96.524,79.253,17.143,37.048,2.174,56.452,49.296,47.228,91
2025,4691752,Saul Diaz,TE,The Citadel,,0.708,0.708,,0.708,,,0.708,,0.708,0.708,0,0.708,0,0,0.708,0,606
2025,4691838,Lamagea McDowell,RB,Prairie View A&M,,0.174,-0.276,0.227,-0.062,0.505,-0.023,0.084,0.431,11.458,-1.933,13.391,-1.676,12.631,-0.251,4.128,7.331,242
2025,4691889,Gregory DeRosiers,RB,Memphis,AAC,0.301,0.298,0.302,0.101,0.419,0.568,0.294,0.325,34.642,8.939,25.703,6.262,12.986,11.361,25.869,8.773,40
2025,4691966,Maddox Kopp,QB,Houston Christian,,0.059,0.002,0.312,0.068,-0.031,0.3,-0.047,0.206,5.758,0.163,7.496,2.522,-0.949,8.09,-2.698,8.457,401
2025,4692052,Carter Peevy,QB,Maine,,0.234,0.181,0.596,-0.11,0.348,0.432,0.092,0.409,79.251,50.786,34,-11.641,36.839,44.035,17.022,62.229,127
2025,4692058,Al Wooten II,RB,Towson,,0.019,0.649,-0.038,-0.096,0.032,0.506,-0.002,0.157,2.036,5.842,-3.807,-5.358,1.169,7.078,-0.168,2.203,548
2025,4692530,Chandler Morris,QB,Virginia,ACC,0.321,0.304,0.581,-0.004,0.448,0.76,0.117,0.589,138.708,117.835,24.414,-0.643,59.612,79.759,28.635,110.073,39
2025,4692550,Trevon West,WR,Tarleton State,,0.725,0.725,,0.583,0.746,1.099,0.653,0.82,47.104,47.104,0,15.736,17.162,14.292,24.144,22.96,84
2025,4692796,Nick DeGennaro,WR,James Madison,SBC,1.029,1.061,0.105,0.951,0.751,1.745,0.918,1.221,30.87,30.765,0.105,13.307,5.255,13.958,17.435,13.434,248
2025,4692826,Payton Mangrum,WR,East Carolina,AAC,0.356,0.482,-1.78,-0.383,0.674,1.094,0.03,0.869,6.41,8.19,-1.78,-2.681,4.716,4.374,0.329,6.081,1000
2025,4692938,Calvin Jones,WR,Samford,,0.503,0.637,-0.431,-0.089,0.814,1.409,0.229,0.927,30.705,36.317,-1.294,-2.577,14.655,18.322,8.465,22.24,254
2025,4692968,Travon Jones,TE,Prairie View A&M,,0.114,0.114,,0.019,0.699,0.121,-0.015,0.581,4.215,4.215,0,0.447,6.295,0.362,-0.434,4.649,353
2025,4693189,Barron Miles Jr.,WR,Grambling,,0.725,0.725,,0.083,0.492,2.977,0.395,1.304,7.978,7.978,0,0.334,1.97,5.954,2.764,5.215,903
2025,4693208,Patrick Gurd,TE,Cincinnati,B12,-0.176,-0.176,,-0.667,1.299,,-0.176,,-0.703,-0.703,0,-2.002,1.299,0,-0.703,0,738
2025,4693236,Jacob Jenkins,TE,Liberty,CUSA,0.766,0.766,,-0.108,1.438,0.514,0.738,0.855,13.018,13.018,0,-0.542,11.505,2.054,9.597,3.421,134
2025,4693333,RaJa Nelson,WR,North Dakota State,,0.675,0.862,-0.445,0.763,-0.308,1.55,0.493,1.039,28.348,31.019,-2.671,12.972,-3.69,17.045,13.801,14.548,300
2025,4693370,Riley Nowakowski,TE,Indiana,B1G,0.693,0.636,2.454,0.319,1.11,1.44,0.465,1.193,22.175,19.721,2.454,4.47,11.096,8.642,10.241,11.934,54
2025,4693462,Kemani Brown,WR,The Citadel,,0.882,0.882,,0.435,,1.329,0.435,1.329,3.528,3.528,0,0.87,0,2.658,0.87,2.658,1222
2025,4693615,Charlie Spegal,RB,Butler,,-0.21,-0.252,-0.203,-0.248,-0.299,0.312,-0.231,-0.103,-13.041,-2.265,-10.776,-8.194,-5.077,3.122,-12.015,-1.026,1150
2025,4693817,Micah Davis,WR,Southern Miss,SBC,0.31,0.324,-0.293,0.098,0.104,1.009,0.173,0.475,13.644,13.937,-0.293,1.662,1.974,7.06,4.149,9.495,660
2025,4693862,Dylan Creech,FB,Alabama State,,0.209,0.227,0.121,0.44,,-0.251,0.376,-0.622,1.257,1.136,0.121,1.758,0,-0.501,1.879,-0.622,5
2025,4693925,Jackson Parker,WR,Southern Illinois,,0.563,0.563,,-0.343,-0.562,2.595,0.697,0.43,3.381,3.381,0,-0.686,-1.123,5.19,2.09,1.291,1242
2025,4693954,Ian Schieffelin,TE,Clemson,ACC,-0.442,-0.442,,-0.588,-0.295,,-0.442,,-0.883,-0.883,0,-0.588,-0.295,0,-0.883,0,746
2025,4694074,Coleman Bennett,RB,Kennesaw State,CUSA,0.123,0.458,0.044,-0.1,-0.004,0.884,0.085,0.236,21.933,15.58,6.353,-8.501,-0.233,24.752,11.535,10.398,115
2025,4694093,Damian Harris,WR,William & Mary,,0.221,0.248,-0.263,0.004,0.543,0.075,0.159,0.328,4.208,4.471,-0.263,0.027,3.804,0.377,1.909,2.299,1157
2025,4694149,Walker Eget,QB,San José State,MWC,0.331,0.344,0.135,0.187,0.288,0.733,0.274,0.417,131.611,128.09,3.522,29.363,39.724,68.872,65.77,65.842,48
2025,4694404,Nicholas Laboy,WR,Delaware,CUSA,0.39,0.39,,0.925,-0.339,0.646,0.677,0.007,8.189,8.189,0,8.322,-2.715,2.582,8.124,0.065,892
2025,4694452,Myles Morales,TE,Bethune-Cookman,,1.092,1.092,,1.087,0.865,,1.273,0.865,9.826,9.826,0,4.348,3.461,0,6.365,3.461,185
2025,4694468,Jace Henry,TE,Nevada,MWC,-0.447,-0.447,,-0.416,-0.54,,-0.447,,-3.576,-3.576,0,-2.496,-1.08,0,-3.576,0,783
2025,4694479,Nic Sani,TE,Cal Poly,,1.738,1.738,,,0.074,,3.403,0.074,3.477,3.477,0,0,0.074,0,3.403,0.074,399
2025,4694487,DreSean Kendrick,WR,Norfolk State,,0.329,0.4,-0.283,0.189,0.432,0.291,0.343,0.301,28.642,31.189,-2.547,7.191,11.235,6.399,19.908,8.734,292
2025,4694701,Rashad Raymond,RB,William & Mary,,0.097,0.218,0.082,0.024,-0.037,0.656,0.088,0.144,13.918,3.491,10.427,1.719,-1.903,9.844,10.463,3.455,194
2025,4694729,Andre Cooper II,WR,Howard,,0.263,0.263,,-0.537,0.524,0.48,-0.023,0.503,9.194,9.194,0,-4.296,8.392,4.797,-0.369,9.563,844
2025,4694924,Joey Isabella,WR,Duquesne,,0.546,0.57,-0.057,0.231,0.512,1.092,0.411,0.826,42.021,42.192,-0.171,6.249,15.884,17.467,21.378,20.643,120
2025,4694939,Nathan Kent,QB,Towson,,3.885,3.885,,,,4.055,,3.885,7.77,7.77,0,0,0,4.055,0,7.77,368
2025,4695113,Otto Kuhns,QB,Norfolk State,,0.335,0.316,0.637,0.076,0.458,0.555,0.158,0.635,92.9,76.984,20.395,8.836,41.264,34.964,27.541,65.359,102
2025,4695121,Harrison Bey-Buie,RB,Northern Iowa,,-0.018,0.411,-0.045,-0.089,-0.111,0.437,0.005,-0.152,-2.109,2.875,-4.985,-5.862,-3.647,7.433,0.483,-2.592,924
2025,4695125,Cooper Willman,WR,Eastern Illinois,,0.451,0.49,-0.722,0.25,0.6,0.774,0.114,0.985,13.992,14.714,-0.722,2.748,6.596,6.193,2.167,11.825,648
2025,4695149,DeAirious Smith,WR,Eastern Illinois,,0.383,0.383,,0.153,0.753,0.611,0.032,0.816,14.551,14.551,0,2.289,7.529,7.332,0.679,13.871,631
2025,4695192,Nolan Ulm,WR,Eastern Washington,,0.088,0.088,,0.151,-0.246,0.503,-0.053,0.432,4.852,4.852,0,3.472,-4.666,6.04,-2.058,6.91,1119
2025,4695195,Jett Carpenter,TE,Nevada,MWC,0.336,0.336,,0.538,0.824,0.382,0.68,-0.353,11.082,11.082,0,9.686,4.943,2.29,14.965,-3.883,161
2025,4695223,Chase Curtis,TE,TCU,B12,1.451,1.566,-0.159,0.066,1.789,2.145,0.567,2.226,21.771,21.93,-0.159,0.33,3.578,15.012,3.966,17.805,57
2025,4695303,Roland Dempster,RB,Stony Brook,,0.164,0.113,0.176,-0.013,0.128,0.573,0.117,0.353,42.412,5.442,36.97,-1.466,10.405,29.8,24.052,18.36,22
2025,4695309,Kevonne Wilder,WR,New Haven,,0.117,0.075,0.901,0.307,0.089,0.319,0.047,0.211,6.884,4.182,2.702,6.141,1.693,5.739,1.604,5.28,974
2025,4695318,Cole Bunicci,TE,Stony Brook,,0.621,0.621,,0.327,0.568,0.56,0.625,0.611,23.588,23.588,0,4.255,7.95,3.918,16.258,7.33,44
2025,4695342,Jathen Jones,WR,Southern Illinois,,0.453,0.459,0.095,0.693,0.003,1.501,0.22,0.819,24.444,24.349,0.095,15.932,0.064,12.005,7.251,17.193,381
2025,4695400,Mark Gronowski,QB,Iowa,B1G,0.292,0.222,0.564,0.007,0.336,0.479,0.269,0.341,98.169,52.885,54.182,0.843,34.286,51.761,60.977,37.191,86
2025,4695420,Nate Sullivan Jr.,TE,UL Monroe,SBC,-0.077,-0.077,,-0.159,-0.016,-0.055,-0.159,-0.035,-0.46,-0.46,0,-0.319,-0.031,-0.11,-0.319,-0.141,719
2025,4695600,Bryson Barnes,QB,Utah State,MWC,0.231,0.197,0.347,0.132,0.259,0.391,0.147,0.367,117.16,71.654,49.344,28.015,40.45,50.423,45.922,71.238,60
2025,4695602,Nick Billoups,QB,Lane College,,-0.21,-0.337,0.07,-0.129,-0.591,0.075,-0.406,0.222,-3.358,-3.709,0.35,-0.777,-2.957,0.376,-4.468,1.11,641
2025,4695705,Marlin Klein,TE,Michigan,B1G,0.202,0.202,,0.302,0.024,0.254,0.102,0.372,7.658,7.658,0,4.833,0.285,2.54,2.45,5.208,232
2025,4695709,Devin Brown,QB,California,ACC,-0.433,0.003,-0.869,-0.869,,0.003,-0.869,0.003,-0.866,0.003,-0.869,-0.869,0,0.003,-0.869,0.003,576
2025,4695711,Max Whisner,TE,Akron,MAC,0.927,0.927,,,-0.601,2.454,2.454,-0.601,1.853,1.853,0,0,-0.601,2.454,2.454,-0.601,514
2025,4695743,Israel Benjamin,RB,The Citadel,,-0.328,,-0.328,-0.735,-0.221,0.989,-0.328,-0.327,-3.606,0,-3.606,-5.143,-0.442,1.979,-2.951,-0.655,1001
2025,4695784,Carson Camp,QB,SE Louisiana,,0.165,0.169,0.148,0.111,0.204,0.283,0.084,0.306,38.193,31.982,6.211,10.517,14.47,16.981,12.213,25.98,222
2025,4695786,Michael Mansaray,RB,Valparaiso,,0.003,0.443,-0.043,-0.006,-0.137,0.856,-0.074,0.147,0.115,1.773,-1.658,-0.127,-2.327,2.569,-2.084,2.198,701
2025,4695787,Shomari Lawrence,RB,Missouri State,CUSA,-0.102,0.173,-0.137,-0.192,-0.008,0.069,-0.164,0.137,-19.696,3.809,-23.505,-20.702,-0.511,1.517,-25.183,5.487,1167
2025,4695806,Zach Witte,TE,South Dakota,,0.491,0.491,,0.22,0.546,0.851,0.181,1.2,11.294,11.294,0,1.98,4.917,3.404,2.893,8.401,159
2025,4695904,Matthew Sluka,QB,James Madison,SBC,0.081,-0.259,0.186,-0.108,0.158,0.624,-0.061,0.477,3.066,-2.329,5.395,-1.615,2.216,4.371,-1.704,4.77,436
2025,4696027,Javon Charles,TE,Illinois State,,0.289,0.289,,-0.302,0.989,-0.495,0.021,0.825,7.81,7.81,0,-3.922,10.882,-0.991,0.382,7.428,227
2025,4696044,Kaelon Black,RB,Indiana,B1G,0.068,0.202,0.065,-0.039,-0.091,0.917,0.033,0.213,10.825,0.808,10.017,-2.939,-5.265,21.087,4.207,6.618,251
2025,4696065,Derek Robertson,QB,Monmouth,,0.467,0.474,0.201,0.287,0.472,0.849,0.446,0.514,132.707,131.298,1.409,40.496,38.705,38.216,87.467,45.24,44
2025,4696071,Freddie Brock,RB,Oklahoma State,B12,-0.335,-0.373,-0.322,-0.42,-0.413,0.074,-0.39,-0.279,-4.017,-1.12,-2.897,-2.098,-2.066,0.147,-2.342,-1.675,1018
2025,4696073,Mark Bails,WR,Southern Utah,,1.054,1.054,,2.298,0.271,0.313,1.401,-0.101,13.702,13.702,0,11.489,1.9,0.313,14.006,-0.303,658
2025,4696093,Trevin Ewing,WR,Maine,,0.127,-0.12,0.743,-0.021,0.677,-0.318,0.153,0.085,2.663,-1.798,4.461,-0.165,4.736,-1.909,1.986,0.677,1328
2025,4696152,Payton Rhoades,WR,Sacred Heart,INDAA,0.519,0.519,,0.037,0.604,1.515,0.068,1.36,22.299,22.299,0,0.629,9.058,15.154,1.893,20.406,420
2025,4696273,Timothy Conerly,WR,Sacramento State,,-0.17,-0.17,,-0.658,0.219,-0.235,-0.658,-0.008,-1.364,-1.364,0,-1.316,0.657,-0.706,-1.316,-0.048,1837
2025,4696274,Devyn Gibbs,TE,Lamar,,0.268,0.268,,-0.192,0.239,0.347,0.05,0.45,5.9,5.9,0,-0.958,2.149,2.431,0.504,5.396,290
2025,4696561,Jacob Conover,QB,Utah State,MWC,0.36,0.395,0.163,0.233,-0.015,1.662,0.325,0.443,7.209,6.719,0.49,2.332,-0.107,4.985,4.552,2.657,380
2025,4696686,Deuce Spann,WR,Pittsburgh,ACC,0.367,0.394,0.166,0.01,-0.568,0.974,0.069,0.631,6.235,5.903,0.331,0.07,-1.137,6.818,0.554,5.681,1024
2025,4696688,Josh Beetham,TE,Georgia Tech,ACC,2.583,2.583,,3.307,,1.185,2.583,,7.749,7.749,0,3.307,0,1.185,7.749,0,230
2025,4696725,Bradley Schlom,WR,San Diego,,0.089,0.089,,-0.044,0.048,0.214,-0.111,0.247,3.81,3.81,0,-0.436,0.821,3.424,-2.109,5.918,1196
2025,4696726,Grant Norberg,TE,San José State,MWC,-0.1,-0.1,,-0.1,,,-0.1,,-0.1,-0.1,0,-0.1,0,0,-0.1,0,677
2025,4696833,Cade Collier,TE,SE Louisiana,,0.523,0.523,,0.165,0.296,1.988,0.322,1.395,8.372,8.372,0,1.818,0.591,5.963,4.187,4.185,214
2025,4696880,Walker Harris,QB,North Carolina Central,,0.322,0.364,0.103,0,0.383,0.594,0.195,0.475,119.797,121.353,3.828,-0.013,49.017,62.92,39.546,80.25,57
2025,4696905,Kyle Morgan,TE,North Carolina Central,,0.31,0.31,,-0.476,1.409,1.258,0.31,,2.171,2.171,0,-1.904,2.818,1.258,2.171,0,490
2025,4696972,Devin Gandy,WR,Louisiana Tech,CUSA,0.414,0.414,,0.672,-0.187,1.015,0.448,0.291,13.243,13.243,0,9.402,-2.247,6.088,11.203,2.04,674
2025,4696976,Michael Johnson,RB,Sacramento State,,-0.099,,-0.099,,-0.367,0.035,0.23,-0.264,-0.297,0,-0.297,0,-0.367,0.069,0.23,-0.528,757
2025,4697094,DJ Williams,QB,Southern Illinois,,0.373,0.345,0.45,0.256,0.168,0.936,0.358,0.4,159.164,108.336,50.828,46.326,23.644,89.84,99.543,59.621,22
2025,4697122,Gaston Moore,QB,South Florida,AAC,0.125,0.273,-0.793,-0.079,0.24,0.155,-0.07,0.343,4.502,8.469,-3.967,-1.021,2.643,1.71,-1.327,5.829,413
2025,4697131,Bronson Barron,QB,Southern Utah,,0.315,0.339,0.077,0.076,0.31,0.635,0.136,0.604,86.541,84.627,1.914,8.874,26.623,43.844,23.107,63.435,116
2025,4697512,Robby Ashford,QB,Wake Forest,ACC,0.279,0.235,0.411,0.127,0.037,0.766,0.23,0.35,116.831,72.317,45.234,20.781,4.91,85.756,57.313,59.518,62
2025,4697524,Matt Colombo,RB,San Diego,,0.061,0.405,0.034,-0.067,0.114,0.418,-0.044,0.39,7.576,3.646,3.93,-4.603,4.67,5.845,-4.138,11.715,320
2025,4697587,Jake Woods,TE,Temple,AAC,0.933,0.933,,,0.933,,,0.933,0.933,0.933,0,0,0.933,0,0,0.933,588
2025,4697611,Ethen Cluff,WR,Northern Arizona,,0.697,0.37,2.334,0.096,0.268,,0.947,-0.55,4.184,1.851,2.334,0.096,1.072,0,4.735,-0.55,1159
2025,4697625,Victor Gabalis,QB,Tarleton State,,0.286,0.311,0.04,0.264,0.124,0.602,0.247,0.335,88.939,89.758,0.838,31.739,13.636,45.732,42.732,46.207,109
2025,4697741,Jalen John,RB,Coastal Carolina,SBC,-0.028,2.472,-0.09,-0.141,-0.06,0.336,-0.085,0.25,-1.132,2.472,-3.604,-3.093,-0.541,2.349,-2.883,1.751,841
2025,4697844,Rara Thomas,WR,Troy,SBC,0.358,0.369,0.246,0.467,0.121,0.838,0.148,0.706,20.029,18.796,1.232,10.272,2.418,10.892,5.197,14.832,477
2025,4698120,Kevin Schaeffer,TE,Rhode Island,,2.842,2.842,,2.842,,,2.842,,2.842,2.842,0,2.842,0,0,2.842,0,433
2025,4698179,River Helms,TE,Georgia Southern,SBC,1.167,1.167,,,-0.362,2.696,1.167,,2.334,2.334,0,0,-0.362,2.696,2.334,0,468
2025,4698237,Justin Wolf,TE,Western Kentucky,CUSA,-0.184,-0.184,,-0.184,,,-0.184,,-0.184,-0.184,0,-0.184,0,0,-0.184,0,689
2025,4698247,Mitchell Dixon,TE,UC Davis,,0.747,0.747,,0.346,0.46,1.019,0.53,1.311,13.446,13.446,0,2.079,2.757,5.097,6.894,6.553,127
2025,4698249,Josh Gale,TE,Montana,,0.775,0.775,,0.591,0.358,0.865,0.317,1.387,16.283,16.283,0,4.725,2.149,5.19,3.804,12.48,95
