Season,Id,Name,Position,Team,Conference,AveragePPA All,AveragePPA Pass,AveragePPA Rush,AveragePPA FirstDown,AveragePPA SecondDown,AveragePPA ThirdDown,AveragePPA StandardDowns,AveragePPA PassingDowns,TotalPPA All,TotalPPA Pass,TotalPPA Rush,TotalPPA FirstDown,TotalPPA SecondDown,TotalPPA ThirdDown,TotalPPA StandardDowns,TotalPPA PassingDowns,Ranking
2025,4683271,Jayleen Record,WR,Weber State,,0.182,0.204,-0.311,0.093,0.55,-0.102,0.076,0.369,8.553,9.175,-0.623,2.322,7.15,-0.919,2.274,6.279,872
2025,4683279,Jared Gibble,TE,App State,SBC,-0.639,-0.639,,,,-0.639,,-0.639,-0.639,-0.639,0,0,0,-0.639,0,-0.639,728
2025,4683282,Justin Lynch,WR,Northern Illinois,MAC,0.775,,0.775,,-0.554,,0.775,,2.325,0,2.325,0,-0.554,0,2.325,0,1368
2025,4683291,Joey Labas,QB,Central Michigan,MAC,0.285,0.331,0.039,0.186,0.26,0.538,0.18,0.411,62.683,62.229,1.117,15.41,18.49,32.294,21.556,41.127,162
2025,4683306,Landon Morris,TE,California,ACC,0.793,0.793,,0.52,1.744,-0.226,0.675,1.146,6.34,6.34,0,1.56,5.233,-0.452,4.049,2.292,274
2025,4683308,Tanner Arkin,TE,Illinois,B1G,0.5,0.5,,0.35,0.781,0.822,0.495,0.56,6.004,6.004,0,2.798,1.562,1.643,5.443,0.56,285
2025,4683311,Sam Vidlak,QB,Stephen F. Austin,,0.262,0.271,-0.273,0.091,0.211,0.586,0.168,0.4,80.406,81.771,-1.365,11.396,21.302,45.711,30.789,49.617,122
2025,4683314,Xavier Coleman,RB,Lamar,,0.004,0.292,-0.051,-0.09,0.16,0.007,-0.022,0.073,0.457,4.972,-4.515,-5.064,5.135,0.103,-1.658,2.115,664
2025,4683319,Bill Jackson,RB,Northern Iowa,,0.065,0.384,-0.08,-0.022,0.002,0.864,-0.018,0.255,7.487,13.815,-6.328,-1.341,0.094,8.643,-1.444,8.931,323
2025,4683417,Miles Campbell,TE,Florida A&M,,0.209,0.209,,0.291,0.254,0.058,0.115,0.355,5.858,5.858,0,3.496,2.034,0.405,1.95,3.908,295
2025,4683425,Glynn Johnson Jr,WR,New Mexico State,CUSA,0.465,0.569,-0.889,0.207,0.46,0.814,0.304,0.66,19.527,22.196,-2.668,3.317,6.437,9.773,6.992,12.536,489
2025,4683451,Cameron Friel,QB,UNLV,MWC,-0.069,,-0.069,,-0.069,,-0.069,,-0.069,0,-0.069,0,-0.069,0,-0.069,0,529
2025,4683461,Tyson Davis,WR,Central Michigan,MAC,0.693,0.784,-0.179,0.568,0.131,1.37,0.35,0.997,22.19,22.726,-0.536,5.681,1.444,15.065,5.248,16.942,425
2025,4683471,Brady Olson,QB,Central Connecticut,,0.201,0.243,-0.053,0.06,0.29,0.332,0.134,0.308,101.775,109.16,-2.943,11.236,48.078,45.775,41.414,60.361,81
2025,4683515,Leo Blackburn,WR,Georgia State,SBC,0.869,0.869,,0.189,0.87,1.123,0.696,1.004,13.903,13.903,0,0.567,4.349,8.987,4.871,9.032,652
2025,4683531,Aaron Turner,WR,Rice,AAC,0.224,0.225,0.223,-0.063,0.09,-0.038,0.327,0.088,19.276,11.465,7.811,-2.073,2.797,-0.607,16.011,3.265,497
2025,4683536,JJ Henry,WR,Abilene Christian,,0.377,0.344,0.672,0.145,0.328,0.769,0.388,0.353,18.477,15.117,3.36,2.618,6.235,8.461,13.189,5.289,518
2025,4683543,RJ Garcia II,WR,Bowling Green,MAC,0.576,0.482,2.372,0.443,0.859,0.367,0.577,0.575,23.047,18.304,4.744,5.758,12.88,4.41,12.126,10.922,402
2025,4683571,Eni Falayi,TE,Wake Forest,ACC,0.695,0.695,,0.49,0.589,1.628,0.558,1.058,15.284,15.284,0,3.918,6.481,4.885,8.934,6.35,105
2025,4683582,Lawson Albright,TE,Northwestern,B1G,0.734,0.247,1.587,0.039,0.403,,1.122,0.269,8.075,1.728,6.346,0.118,1.611,0,6.731,1.344,220
2025,4683665,Zuberi Mobley,RB,Tulane,AAC,0.16,1.48,0.056,0.122,-0.277,1.389,0.09,0.447,6.552,4.439,2.113,2.934,-3.327,6.946,2.978,3.574,350
2025,4683667,Trenten Howland,RB,Oklahoma State,B12,-0.141,-0.644,-0.052,0.171,-0.675,0.215,-0.068,-0.367,-7.477,-5.153,-2.324,4.099,-13.508,1.932,-2.702,-4.775,1106
2025,4683719,Jaden Bray,WR,West Virginia,B12,0.748,0.748,,0.602,0.737,0.906,0.407,1.176,6.736,6.736,0,1.805,2.212,2.719,2.034,4.703,985
2025,4683814,Dequan Stanley,WR,Eastern Kentucky,,0.518,0.518,,0.209,0.798,0.501,0.469,0.576,13.474,13.474,0,1.884,7.184,3.005,6.559,6.915,665
2025,4683832,Carson Williams,TE,North Dakota State,,0.698,0.698,,0.484,1.671,0.854,0.353,1.908,6.286,6.286,0,2.907,1.671,1.708,2.469,3.817,275
2025,4683852,Dez Williams,WR,Stony Brook,,0.202,0.202,,-0.133,0.403,0.676,-0.085,0.811,15.768,15.768,0,-4.133,10.889,12.162,-4.516,20.284,589
2025,4683867,Xavier Ward,QB,San José State,MWC,-0.489,-0.52,-0.207,-0.257,-0.274,0.175,-0.656,-0.169,-18.586,-16.63,-1.034,-4.367,-3.283,1.222,-16.389,-2.198,703
2025,4683886,Jahmal Edrine,WR,Virginia,ACC,0.519,0.519,,0.433,0.769,0.671,0.281,0.802,29.568,29.568,0,10.388,13.833,9.389,8.717,20.851,278
2025,4683889,Damien Taylor,RB,Ole Miss,SEC,0.067,-0.358,0.11,-0.431,0.092,0.523,0.067,,0.738,-0.358,1.096,-1.294,0.462,1.57,0.738,0,638
2025,4683912,Hunter Herring,QB,UL Monroe,SBC,0.044,0.885,-0.145,-0.049,0.193,0.201,0.072,-0.026,1.24,7.962,-2.607,-0.442,0.966,2.015,1.449,-0.21,490
2025,4683986,Tariq Sims,RB,William & Mary,,-0.049,0.679,-0.273,-0.145,-0.25,0.712,-0.128,0.141,-3.311,10.866,-14.176,-4.639,-6.755,5.699,-6.124,2.814,991
2025,4684003,Tahj Bullock,QB,Colorado State,MWC,-0.159,-0.559,-0.087,-0.017,0.287,0.13,-0.062,-0.907,-4.145,-2.237,-1.908,-0.205,1.437,0.52,-1.423,-2.721,653
2025,4684061,T.J. Lockley,WR,West Georgia,,0.11,0.405,-0.774,-0.51,0.23,0.736,-0.046,0.328,1.32,3.641,-2.321,-2.038,1.149,2.209,-0.32,1.64,1497
2025,4684068,Cameron Harpole,TE,Arizona State,B12,0.142,0.142,,0.303,-0.005,0.052,0.112,0.208,1.84,1.84,0,1.816,-0.029,0.052,1.006,0.834,516
2025,4684173,O'Mega Blake,WR,Arkansas,SEC,0.847,0.847,,0.592,0.928,1.06,0.602,1.131,56.752,56.752,0,14.212,21.34,21.2,21.684,35.067,40
2025,4684279,Charlie Browder,TE,East Tennessee State,,0.975,0.975,,0.996,1.641,0.407,1.402,0.602,14.631,14.631,0,3.985,8.207,2.439,9.813,4.818,109
2025,4684281,Jairus Mack,WR,Western Kentucky,CUSA,0.688,0.7,0.587,0.318,0.209,1.194,0.656,0.736,20.651,18.89,1.761,3.502,1.671,11.941,11.814,8.837,463
2025,4684403,Jalen Richmond,WR,Murray State,,-0.14,-0.037,-0.968,0.073,-0.718,0.572,-0.148,-0.133,-2.528,-0.592,-1.936,0.436,-3.592,3.434,-1.33,-1.198,1878
2025,4684421,Simeon Price,RB,Colorado,B12,0.269,-0.044,0.356,0.363,-0.074,0.256,0.391,-0.01,6.19,-0.22,6.411,3.998,-0.515,1.022,6.263,-0.073,362
2025,4684502,Justin Lamson,QB,Montana State,,0.437,0.531,0.166,0.079,0.71,0.663,0.314,0.663,182.122,164.15,17.972,14.523,95.128,63.694,84.661,97.461,9
2025,4684525,Eli Sanders,RB,USC,B1G,0.329,0.961,0.19,0.226,0.746,0.042,0.167,1.064,16.442,8.646,7.795,7.23,8.957,0.254,6.865,9.577,162
2025,4684703,Coen Sutton,WR,Georgetown,,0.883,0.883,,1.31,0.03,,1.31,0.03,2.649,2.649,0,2.62,0.03,0,2.62,0.03,1329
2025,4684881,Rylan Green,TE,UL Monroe,SBC,0.652,0.652,,0.652,,,0.652,,2.61,2.61,0,2.61,0,0,2.61,0,447
2025,4684902,Ryan King,WR,Montana State,,1.586,1.586,,0.743,1.933,2.658,1.259,3.547,22.198,22.198,0,4.456,7.733,7.973,15.104,7.094,424
2025,4684913,Braedon Wissler,RB,Southern Utah,,0.151,0.37,0.039,-0.157,0.214,0.501,0.099,0.357,8.93,7.398,1.532,-4.073,4.273,6.006,4.646,4.284,285
2025,4684926,Andre Hines,RB,Wagner,,0.03,0.333,0.028,-0.077,0.167,0.319,0.046,-0.057,4.778,0.333,4.445,-6.688,7.851,6.702,6.259,-1.481,408
2025,4684939,Bryan Robinson,WR,Marshall,SBC,0.019,0.019,,,0.156,-0.391,-0.391,0.156,0.078,0.078,0,0,0.469,-0.391,-0.391,0.469,1670
2025,4685110,Anthony Smith,WR,East Carolina,AAC,0.577,0.577,,0.2,0.87,1.004,0.499,0.81,46.152,46.152,0,7.401,28.71,10.041,29.96,16.192,93
2025,4685131,J.T. Byrne,TE,Georgia Tech,ACC,-0.194,0.177,-2.05,-0.105,0.599,,-0.48,1.232,-1.166,0.884,-2.05,-0.314,1.197,0,-2.399,1.232,752
2025,4685157,Blake Smith,TE,Texas State,SBC,0.703,0.703,,0.464,1.12,,0.6,0.976,7.73,7.73,0,3.251,4.479,0,4.801,2.929,231
2025,4685235,Phillippe Wesley,WR,Delaware State,,-0.017,-0.017,,0.239,0.444,-1.336,0.092,-0.138,-0.32,-0.32,0,1.912,3.111,-5.344,0.923,-1.243,1731
2025,4685237,Michael Allen,RB,Marshall,SBC,0.101,0.59,0.002,0.217,-0.251,0.34,0.088,0.175,8.377,8.259,0.118,11.086,-5.767,3.059,6.276,2.101,302
2025,4685246,Kaytron Allen,RB,Penn State,B1G,0.194,0.066,0.205,0.329,-0.105,0.466,0.209,0.115,42.068,1.184,40.885,34.534,-8.092,14.897,37.914,4.155,23
2025,4685252,Henry Belin IV,QB,Duke,ACC,0.493,,0.493,,,0.493,,0.493,0.493,0,0.493,0,0,0.493,0,0.493,516
2025,4685254,Jabari Bates,RB,San José State,MWC,0.476,1.73,0.418,0.498,0.425,,0.53,0.114,10.937,1.73,9.206,7.96,2.976,0,10.595,0.342,250
2025,4685256,Kojo Antwi,WR,Colorado State,MWC,0.121,0.121,,-0.184,0.091,0.289,0.103,0.132,0.968,0.968,0,-0.369,0.181,1.155,0.309,0.659,1540
2025,4685261,Germie Bernard,WR,Alabama,SEC,0.558,0.561,0.545,0.413,0.613,0.797,0.469,0.721,66.445,57.173,9.272,17.78,23.283,26.3,36.142,30.303,15
2025,4685268,Raleek Brown,RB,Arizona State,B12,0.154,0.059,0.176,0.061,0.303,0.631,0.108,0.339,32.484,2.344,30.14,7.733,18.184,11.996,18.245,14.238,51
2025,4685269,Jovantae Barnes,RB,Oklahoma,SEC,0.054,0.428,-0.004,-0.167,0.257,0.069,0.046,0.111,1.198,1.283,-0.085,-2.169,1.029,0.277,0.865,0.333,603
2025,4685274,Janiran Bonner,WR,Nebraska,B1G,-0.156,-0.112,-0.178,,-0.178,-0.112,-0.261,-0.104,-0.468,-0.112,-0.356,0,-0.356,-0.112,-0.261,-0.207,1757
2025,4685283,Kaleb Brown,WR,UAB,AAC,0.806,0.803,0.857,-0.181,0.187,2.186,0.602,1.18,13.701,12.843,0.857,-0.725,1.308,13.118,6.623,7.078,659
2025,4685286,Kareem Burke,WR,Arkansas-Pine Bluff,,0.531,0.563,-0.703,0.257,0.353,1.874,0.239,1.213,21.239,21.942,-0.703,5.402,4.592,11.245,6.681,14.558,448
2025,4685289,Keyan Burnett,TE,Arizona,B12,0.187,0.187,,0.187,,,0.187,,0.375,0.375,0,0.375,0,0,0.375,0,635
2025,4685290,Tychaun Chapman,WR,Southern Miss,SBC,0.608,0.617,0.351,0.303,0.663,0.851,0.534,0.672,17.017,16.665,0.351,2.725,6.63,7.662,6.936,10.081,552
2025,4685291,Jacurri Brown,QB,UCF,B12,0.365,7.178,-0.254,-0.192,1.545,-0.266,-0.268,2.266,4.382,7.178,-2.796,-0.961,6.18,-0.266,-2.415,6.797,415
2025,4685293,Trevonte' Citizen,RB,McNeese,,0.107,0.412,0.065,-0.069,0.208,0.441,0.103,0.117,8.843,4.124,4.72,-3.049,6.244,2.648,6.262,2.581,287
2025,4685307,Kevin Coleman Jr.,WR,Missouri,SEC,0.438,0.493,-0.138,0.201,0.572,0.612,0.258,0.714,35.487,36.456,-0.968,6.831,12.009,14.076,12.646,22.841,182
2025,4685309,Braden Davis,QB,Hampton,,0.114,0.082,0.202,0.025,-0.062,0.534,0.034,0.202,17.184,9.093,8.091,1.25,-3.594,22.417,2.675,14.508,305
2025,4685311,Jayden Denegal,QB,San Diego State,MWC,0.081,0.092,0.022,0.025,0.243,0.061,0.079,0.084,21.122,20.241,0.882,2.511,19.671,4.255,12.592,8.53,280
2025,4685321,Jerry Cross,TE,Memphis,AAC,1.382,1.382,,1.382,,,1.382,,1.382,1.382,0,1.382,0,0,1.382,0,558
2025,4685334,A.J. Duffy,QB,New Haven,,0.279,0.25,0.581,0.109,0.252,0.734,0.215,0.407,76.48,61.672,15.112,12.93,19.389,52.095,39.421,37.059,132
2025,4685345,JC French,QB,Georgia Southern,SBC,0.229,0.208,0.344,0.069,0.205,0.586,0.1,0.472,100.259,73.527,28.542,12.34,30.378,59.207,28.588,71.671,83
2025,4685348,Terrance Gibbs,RB,Georgia Southern,SBC,0.272,1.056,-0.03,-0.003,0.274,1.224,0.002,0.974,4.89,5.28,-0.39,-0.02,2.463,2.448,0.02,4.87,401
2025,4685356,Greg Gaines III,WR,Rhode Island,,0.567,0.567,,0.757,0.728,0.161,0.943,0.154,35.726,35.726,0,16.648,16.02,3.058,31.109,4.617,176
2025,4685363,Isaiah Gordon,RB,Charleston Southern,,0.212,1.612,0.148,-0.131,0.146,1.425,0.302,-0.216,4.878,1.612,3.266,-1.699,0.878,5.699,5.741,-0.863,404
2025,4685366,Benji Gosnell,TE,Virginia Tech,ACC,0.431,0.431,,-0.776,-0.174,1.942,-0.004,0.576,5.174,5.174,0,-1.552,-1.042,7.767,-0.012,5.185,320
2025,4685374,Rodney Hill,RB,Arkansas,SEC,0.033,1.151,-0.247,0.405,-1.458,,0.033,,0.164,1.151,-0.987,1.622,-1.458,0,0.164,0,691
2025,4685381,Emmanuel Henderson Jr.,WR,Kansas,B12,0.557,0.597,-0.088,0.94,0.216,0.503,0.754,0.164,38.459,38.812,-0.353,25.368,6.043,7.048,34.677,3.783,152
2025,4685383,Isaiah Horton,WR,Alabama,SEC,0.955,0.955,,0.399,0.808,1.391,0.652,1.216,51.575,51.575,0,6.388,16.159,20.867,16.303,35.272,59
2025,4685385,Anthony Hankerson,RB,Oregon State,PAC,-0.041,-0.206,-0.018,-0.084,-0.093,0.503,-0.052,0.011,-10.727,-6.603,-4.124,-12.171,-7.461,16.601,-11.23,0.503,1139
2025,4685391,Walker Howard,QB,Louisiana,SBC,0.169,-0.015,0.736,0.222,-0.198,0.619,-0.04,0.308,7.606,-0.495,8.101,2.219,-3.763,9.283,-0.72,8.326,373
2025,4685393,Preston Howard,TE,Auburn,SEC,-0.112,-0.112,,-0.1,-0.012,0.866,-0.469,0.346,-1.797,-1.797,0,-0.701,-0.047,2.597,-4.217,2.42,766
2025,4685401,Josh Hoover,QB,TCU,B12,0.39,0.449,0.178,0.048,0.336,0.96,0.212,0.643,157.652,164.368,5.89,7.871,40.021,103.691,50.323,107.329,24
2025,4685404,Sam Horn,QB,Missouri,SEC,0.373,,0.373,0.373,,,0.373,,0.373,0,0.373,0.373,0,0,0.373,0,518
2025,4685409,Jordan Hudson,WR,SMU,ACC,0.636,0.639,0.38,0.74,0.432,0.563,0.529,0.801,47.027,46.647,0.38,23.67,9.511,10.693,23.809,23.218,85
2025,4685413,Cade Klubnik,QB,Clemson,ACC,0.215,0.239,0.134,0.164,0.161,0.266,0.254,0.14,98.843,94.323,8.554,30.239,24.514,27.683,76.69,22.153,85
2025,4685414,Jake Johnson,TE,North Carolina,ACC,0.631,0.631,,-0.104,0.72,-0.041,0.589,0.679,11.995,11.995,0,-0.627,7.202,-0.041,5.885,6.109,145
2025,4685416,Shaleak Knotts,WR,Maryland,B1G,0.507,0.507,,0.158,0.519,0.821,0.077,0.937,40.548,40.548,0,4.743,10.382,22.992,3.072,37.476,135
2025,4685418,Tavorus Jones,RB,Missouri,SEC,0.37,0.587,-0.282,0.517,,-0.07,0.517,-0.07,1.48,1.762,-0.282,1.551,0,-0.07,1.551,-0.07,579
2025,4685424,Dane Key,WR,Nebraska,B1G,0.516,0.516,,0.019,0.89,0.877,0.197,1.084,25.82,25.82,0,0.41,12.458,10.528,6.305,19.515,349
2025,4685436,Antonio Martin,RB,Kansas State,B12,-0.037,-0.539,-0.007,-0.233,0.445,-0.837,-0.078,0.07,-0.658,-0.539,-0.119,-2.099,3.115,-1.674,-1.01,0.352,797
2025,4685440,Kyle Lowe,QB,SE Louisiana,,0.342,0.254,0.455,0.129,0.27,0.831,0.176,0.854,47.531,19.782,27.749,9.179,10.271,22.432,18.481,29.05,194
2025,4685441,Kendrick Law,WR,Kentucky,SEC,0.322,0.32,0.337,0.225,0.234,0.484,0.402,0.157,19.613,17.257,2.356,5.393,5.387,5.321,16.471,3.142,486
2025,4685445,Rayshon Luke,RB,Fresno State,MWC,0.233,0.506,0.146,0.005,0.19,1.656,0.049,0.677,30.98,16.19,14.79,0.342,9.325,23.184,4.566,26.415,54
2025,4685450,Hassan Mahasin,WR,Georgetown,,0.268,0.3,-0.267,0.238,-0.066,0.585,0.17,0.48,9.364,9.899,-0.534,4.043,-0.528,5.85,4.081,5.283,836
2025,4685454,Jayden Maiava,QB,USC,B1G,0.477,0.493,0.583,0.296,0.308,0.997,0.402,0.617,204.431,191.907,20.987,49.79,46.152,93.712,112.446,91.986,2
2025,4685458,Shawn Miller,WR,New Mexico,MWC,0.886,0.886,,0.782,1.132,0.686,0.882,0.903,13.291,13.291,0,6.258,5.66,1.373,10.582,2.708,671
2025,4685459,Nicco Marchiol,QB,West Virginia,B12,0.189,0.201,0.149,0.162,0.181,0.289,0.202,0.174,24.544,20.063,4.48,6.469,9.227,10.414,13.934,10.609,267
2025,4685469,Sam Mbake,WR,App State,SBC,0.199,0.199,,0.086,-0.157,0.372,0.091,0.334,7.158,7.158,0,0.86,-1.729,5.213,1.814,5.343,952
2025,4685470,Le'Veon Moss,RB,Texas A&M,SEC,0.119,-0.596,0.164,-0.038,0.062,1.319,0.143,-0.016,9.982,-2.979,12.961,-2.005,1.434,10.552,10.185,-0.203,265
2025,4685476,Tobias Merriweather,WR,Utah,B12,-0.022,-0.022,,-0.222,0.586,-0.189,-0.226,0.283,-0.449,-0.449,0,-2.441,2.928,-0.378,-2.714,2.266,1753
2025,4685477,Jamarion Miller,RB,Alabama,SEC,-0.048,0.203,-0.097,-0.16,-0.016,0.24,-0.081,0.123,-7.402,5.065,-12.467,-13.145,-0.88,3.118,-10.471,3.069,1103
2025,4685488,MJ Morris,QB,Coastal Carolina,SBC,0.266,0.235,0.428,-0.045,0.682,0.142,0.189,0.388,11.701,8.704,2.997,-0.767,10.91,1.558,5.107,6.593,344
2025,4685489,Jadyn Ott,RB,Oklahoma,SEC,0.171,0.331,0.123,-0.333,0.128,1.559,0.043,0.597,2.222,0.993,1.229,-1.664,0.769,3.117,0.431,1.791,532
2025,4685490,Devaughn Mortimer,WR,Stephen F. Austin,,0.246,0.259,0.158,-0.167,0.592,0.514,-0.05,0.716,7.632,7,0.632,-2.171,4.146,5.658,-0.959,8.591,925
2025,4685492,Jack Pedersen,TE,UCLA,B1G,-0.024,-0.024,,0.361,-0.564,,0.128,-0.48,-0.291,-0.291,0,2.529,-2.819,0,1.149,-1.44,704
2025,4685494,George Pettaway,RB,James Madison,SBC,0.044,-0.336,0.182,-0.011,0.218,-0.331,0.015,0.094,1.32,-2.684,4.004,-0.128,3.481,-0.331,0.281,1.038,592
2025,4685495,Alex Orji,QB,UNLV,MWC,0.07,0.12,0.052,-0.155,-0.947,0.422,0.07,,1.048,0.479,0.569,-0.774,-4.733,1.266,1.048,0,499
2025,4685497,Maalik Murphy,QB,Oregon State,PAC,0.184,0.173,0.405,0.15,0.256,0.168,0.213,0.144,47.024,42.163,4.861,15.606,19.486,11.762,31.451,15.573,196
2025,4685504,Sam Roush,TE,Stanford,ACC,0.347,0.347,,0.198,0.216,0.893,0.301,0.413,20.152,20.152,0,5.545,3.894,10.714,10.232,9.921,66
2025,4685512,Jadarian Price,RB,Notre Dame,Ind,0.262,1.316,0.197,0.218,0.205,0.443,0.174,0.57,27.244,7.897,19.347,11.763,6.545,7.535,14.124,13.121,73
2025,4685516,Shazz Preston,WR,Tulane,AAC,0.744,0.744,,0.667,1.095,0.328,0.687,0.835,38.664,38.664,0,16.665,16.428,3.61,21.971,16.694,151
2025,4685522,Ty Simpson,QB,Alabama,SEC,0.328,0.337,0.331,0.147,0.335,0.462,0.246,0.454,179.876,163.95,19.831,29.25,58.958,67.876,81.735,98.141,12
2025,4685526,Adam Randall,RB,Clemson,ACC,0.111,0.139,0.103,0.051,0.095,0.398,0.121,0.073,23.18,6.666,16.514,5.541,6.302,12.334,20.037,3.143,104
2025,4685535,C.J. Stokes,RB,Charlotte,AAC,-0.274,-0.053,-0.316,-0.147,-0.432,0.193,-0.311,-0.187,-15.619,-0.473,-15.146,-4.42,-6.907,1.735,-12.437,-3.182,1157
2025,4685535,C.J. Stokes,RB,Charlotte,,-0.274,-0.053,-0.316,-0.147,-0.432,0.193,-0.311,-0.187,-15.619,-0.473,-15.146,-4.42,-6.907,1.735,-12.437,-3.182,1157
2025,4685540,Carsen Ryan,TE,BYU,B12,0.624,0.624,,0.624,0.43,0.94,0.632,0.607,31.213,31.213,0,17.463,5.165,8.461,21.504,9.708,12
2025,4685542,Jayden Sauray,QB,Delaware State,,0.146,0.227,0.162,0.191,0.403,-0.243,0.097,0.184,12.532,14.53,3.243,5.552,13.31,-5.349,3.694,8.838,339
2025,4685545,Gavin Sawchuk,RB,Florida State,ACC,0.275,0.45,0.247,-0.054,0.174,0.926,0.262,0.345,33.607,7.656,25.951,-2.885,6.951,24.074,26.7,6.907,44
2025,4685553,Brenen Thompson,WR,Mississippi State,SEC,0.919,0.936,0.478,0.39,0.741,1.775,0.56,1.463,71.654,70.219,1.435,12.49,19.277,31.956,26.309,45.346,8
2025,4685555,Nicholas Singleton,RB,Penn State,B1G,0.138,0.264,0.104,0.023,0.024,0.166,0.081,0.292,20.556,8.436,12.119,1.402,1.317,3.992,8.879,11.676,129
2025,4685560,Jaleel Skinner,TE,Louisville,ACC,0.44,0.44,,0.427,-0.113,0.574,0.563,0.133,9.243,9.243,0,3.845,-0.563,3.446,8.443,0.8,193
2025,4685573,Holden Staes,TE,Indiana,B1G,0.805,0.805,,0.568,1.16,,0.454,2.21,4.024,4.024,0,1.704,2.32,0,1.815,2.21,364
2025,4685574,Conner Weigman,QB,Houston,B12,0.288,0.333,0.208,0.081,0.223,0.508,0.238,0.381,132.516,109.666,27.064,13.44,32.37,62.527,70.853,61.663,46
2025,4685578,Gunner Stockton,QB,Georgia,SEC,0.31,0.29,0.379,0.1,0.254,0.57,0.282,0.358,152.456,111.156,41.3,19.647,40.886,69.578,87.955,64.501,28
2025,4685594,Dakota Twitty,TE,Virginia,ACC,0.361,0.361,,0.481,0.17,0.425,0.442,0.246,6.142,6.142,0,3.847,1.021,1.274,4.422,1.72,282
2025,4685601,Armani Winfield,WR,Colorado State,MWC,0.361,0.361,,0.414,0.088,0.787,0.485,0.222,12.998,12.998,0,5.376,1.327,6.295,9.218,3.78,679
2025,4685691,Brady Allen,QB,Louisville,ACC,-0.368,-0.626,-0.11,,-0.11,-0.626,,-0.368,-0.736,-0.626,-0.11,0,-0.11,-0.626,0,-0.736,570
2025,4685693,Devin Kargman,QB,Kent State,MAC,-0.129,-0.129,,0.079,-0.036,0.182,-0.494,0.289,-1.929,-1.929,0,0.395,-0.107,1.092,-3.954,2.024,611
2025,4685694,Steven Angeli,QB,Syracuse,ACC,0.331,0.384,-0.306,0.141,0.541,0.221,0.172,0.593,51.67,55.343,-3.673,9.141,29.227,6.855,16.694,34.976,184
2025,4685696,Beau Pribula,QB,Missouri,SEC,0.255,0.257,0.29,0.077,0.194,0.565,0.201,0.346,84.256,68.811,17.688,10.794,19.941,44.038,41.698,42.558,119
2025,4685697,Zion Turner,QB,Marshall,SBC,0.106,0.107,0.102,0.147,0.222,0.122,0.171,0.016,5.843,4.723,1.12,3.078,3.327,2.077,5.483,0.36,400
2025,4685698,Destin Wade,QB,North Alabama,,0.086,0.045,0.2,-0.027,0.186,0.329,0.07,0.114,16.355,4.928,15.809,-1.908,12.814,13.825,8.495,7.86,309
2025,4685699,Damari Alston,RB,Auburn,SEC,0.1,0.798,0.016,-0.08,0.262,0.327,0.06,0.357,3.712,3.193,0.519,-1.528,2.622,2.618,1.926,1.786,458
2025,4685701,James Jointer,RB,Eastern Michigan,MAC,0.038,-0.075,0.075,,-0.513,-0.622,0.369,-0.294,0.151,-0.075,0.226,0,-0.513,-1.243,0.739,-0.587,692
2025,4685704,Larry Simmons,WR,Utah,B12,0.309,0.309,,-0.173,0.08,1.49,-0.214,0.935,6.788,6.788,0,-1.384,0.72,7.452,-2.564,9.352,979
2025,4685706,Bennett Christian,TE,Ohio State,B1G,-0.136,-0.136,,0.002,-0.227,,-0.139,-0.131,-0.678,-0.678,0,0.003,-0.681,0,-0.416,-0.262,735
2025,4685710,Chance Bogan,TE,Idaho,,0.23,0.23,,0.506,0.074,-0.207,0.476,-0.098,3.216,3.216,0,3.543,0.295,-0.622,3.806,-0.59,411
2025,4685723,Roydell Williams,RB,Florida State,ACC,-0.054,0.112,-0.098,-0.325,0.286,-0.364,-0.098,0.11,-1.028,0.447,-1.475,-3.579,1.431,-0.729,-1.468,0.44,834
2025,4685740,Max Johnson,QB,North Carolina,ACC,0.092,0.058,0.359,0.031,-0.038,-0.05,0.133,0.036,4.945,2.789,2.156,0.713,-0.727,-0.501,4.116,0.829,404
2025,4685824,Johnathan Arceneaux,RB,Fresno State,MWC,-0.038,-0.436,-0.009,-0.086,1.088,-1.168,0.116,-1.421,-1.133,-0.871,-0.262,-1.98,4.352,-3.504,3.129,-4.262,842
2025,4685828,Stevie Rocker,RB,Montana,,0.002,0.416,-0.248,-0.33,-0.156,0.923,-0.194,0.51,0.149,9.57,-9.421,-9.885,-2.815,11.071,-8.516,8.665,695
2025,4685829,Dre'Lyn Washington,RB,Alabama,SEC,0.096,1.28,-0.2,0.439,-1.276,,0.439,-1.276,0.479,1.28,-0.802,1.755,-1.276,0,1.755,-1.276,662
2025,4685889,Malachi Taylor,WR,The Citadel,,0.902,0.902,,-0.571,3.18,1.616,-0.571,2.007,6.314,6.314,0,-1.713,3.18,4.847,-1.713,8.027,1013
2025,4686030,Christian Pedersen,TE,Morehead State,,0.478,0.478,,0.274,1.501,,0.478,,2.871,2.871,0,1.37,1.501,0,2.871,0,432
2025,4686065,Devin Mockobee,RB,Purdue,B1G,0.224,0.75,0.132,0.017,0.23,0.778,0.14,0.623,27.058,13.503,13.555,1.155,8.512,10.112,13.968,13.09,76
2025,4686093,E.J. Williams,WR,Indiana,B1G,0.538,0.538,,0.362,0.456,1.507,0.34,1.44,20.969,20.969,0,7.966,5.467,7.535,10.887,10.082,455
